gene,eqZ,wbZ,ntZ,multiZ
ENSG00000173991,0.742075,,2.54968,
ENSG00000173992,2.56278,,,
ENSG00000174004,-4.05169,-1.36509,-0.00767417,-0.970693
ENSG00000174007,0.855827,,0.435522,
ENSG00000174013,0.380869,-2.09028,,
ENSG00000174021,-2.05677,-1.03814,,
ENSG00000174032,-1.29793,,,
ENSG00000174080,-2.41501,-2.41256,-2.57542,-3.52703
ENSG00000174099,0.314823,,,
ENSG00000174106,-0.93193,0.436761,0.106392,0.384067
ENSG00000174123,-2.88071,-0.360593,0.564549,0.144219
ENSG00000174130,0.0405366,,,
ENSG00000174132,0.968253,,,
ENSG00000174137,0.793161,,1.97429,
ENSG00000174151,0.397299,,-1.20078,
ENSG00000174165,-1.79879,-0.190302,0.00416815,-0.131616
ENSG00000174175,1.14989,-0.476063,,
ENSG00000174177,2.48705,-1.58563,-1.85499,-2.43288
ENSG00000174227,1.46816,,,
ENSG00000174231,-1.39757,,-1.74804,
ENSG00000174233,-3.05934,-3.22762,1.24131,-1.40454
ENSG00000174238,0.866068,0.121661,1.02422,0.810263
ENSG00000174243,1.72307,1.19214,,
ENSG00000174255,-0.424787,,,
ENSG00000174276,-0.24322,,,
ENSG00000174282,-0.743352,,,
ENSG00000174292,-0.119738,,2.03452,
ENSG00000174306,-1.45879,,,
ENSG00000174307,1.24015,,,
ENSG00000174326,-3.06928,,,
ENSG00000174327,-2.9293,,0.638995,
ENSG00000174348,-2.23633,-0.392741,-0.396083,-0.557782
ENSG00000174373,0.296209,,,
ENSG00000174405,1.40367,,1.47454,
ENSG00000174428,1.73221,,,
ENSG00000174444,0.237517,-2.05429,,
ENSG00000174446,0.0771195,,0.436256,
ENSG00000174482,1.20872,,,
ENSG00000174483,2.38091,1.83611,-0.124922,1.20999
ENSG00000174485,0.461346,,,
ENSG00000174500,0.453034,-0.94944,,
ENSG00000174501,-1.41721,,,
ENSG00000174514,1.06974,0.59996,0.351721,0.67294
ENSG00000174516,2.52727,1.54296,,
ENSG00000174529,1.69195,,2.74503,
ENSG00000174564,-2.62389,,,
ENSG00000174574,-1.92125,-1.44237,,
ENSG00000174579,3.72898,,,
ENSG00000174600,-2.97287,-0.114161,-0.414203,-0.37361
ENSG00000174606,-1.56122,-1.64368,-1.83895,-2.46259
ENSG00000174607,0.223844,,,
ENSG00000174611,2.52911,,,
ENSG00000174652,-1.40779,,-0.388059,
ENSG00000174669,-1.2773,-0.602094,,
ENSG00000174684,0.825539,,,
ENSG00000174695,-1.0547,-0.868654,-0.789476,-1.17247
ENSG00000174705,1.51562,0.0708407,0.164476,0.166394
ENSG00000174718,1.65825,-0.121975,,
ENSG00000174721,0.882985,,0.33246,
ENSG00000174749,1.97044,,,
ENSG00000174775,-1.30788,-2.06231,2.68943,0.443443
ENSG00000174780,-0.748505,-1.41905,-0.518775,-1.37025
ENSG00000174788,1.43803,,,
ENSG00000174791,-0.694193,,-1.49663,
ENSG00000174799,1.1707,,,
ENSG00000174837,-0.440087,1.79511,-1.88393,-0.0628033
ENSG00000174839,-0.383172,0.221845,-0.504724,-0.200026
ENSG00000174840,0.825839,,,
ENSG00000174851,0.562369,1.02637,,
ENSG00000174871,-1.15169,,,
ENSG00000174885,1.09256,0.813803,0.0568878,0.615671
ENSG00000174886,-1.84226,,-1.28243,
ENSG00000174891,0.857155,0.211826,,
ENSG00000174915,0.622017,,-1.57554,
ENSG00000174953,0.920928,0.786431,0.705447,1.05492
ENSG00000174989,2.95559,,-1.42311,
ENSG00000174996,1.36689,,,
ENSG00000175003,1.32344,-0.576664,0.42554,-0.106861
ENSG00000175040,0.862742,,0.334918,
ENSG00000175048,6.38293,,,
ENSG00000175054,-0.117905,,0.574422,
ENSG00000175063,0.482871,,,
ENSG00000175066,0.484952,,-0.110485,
ENSG00000175084,-0.611083,,,
ENSG00000175087,-0.989223,,,
ENSG00000175104,-2.49435,,,
ENSG00000175105,2.54843,-1.08751,-1.58704,-1.8912
ENSG00000175106,0.63521,,1.10678,
ENSG00000175110,1.38557,,,
ENSG00000175115,1.94258,,,
ENSG00000175137,-0.394383,0.744678,,
ENSG00000175164,1.39192,-0.107448,,
ENSG00000175166,2.49936,2.01738,1.50011,2.48724
ENSG00000175170,0.701183,0.614502,1.52521,1.51301
ENSG00000175203,1.30678,,,
ENSG00000175206,-1.87193,,,
ENSG00000175213,1.44294,-3.92551,-0.132068,-2.86914
ENSG00000175220,-0.811182,-2.92675,-4.16956,-5.01785
ENSG00000175221,0.295317,-1.12571,0.0731776,-0.744249
ENSG00000175224,-2.3918,,,
ENSG00000175262,-1.1345,,-0.252072,
ENSG00000175265,2.21631,,,
ENSG00000175274,-0.20898,-1.73553,-0.783452,-1.78119
ENSG00000175279,-1.76797,,-0.598145,
ENSG00000175283,-0.503686,,,
ENSG00000175287,-1.95956,0.165007,-0.586755,-0.298221
ENSG00000175305,-0.649478,,-1.01131,
ENSG00000175309,-1.36884,0.80624,-0.167704,0.451514
ENSG00000175322,2.12474,0.68123,,
ENSG00000175334,-1.62686,-1.24031,-1.55715,-1.97811
ENSG00000175348,2.67574,,-0.0530825,
ENSG00000175352,1.93736,0.386102,1.79002,1.53875
ENSG00000175356,-0.776438,0.315982,-0.936424,-0.438719
ENSG00000175376,1.11509,-1.398,-0.356797,-1.24083
ENSG00000175387,2.92565,,,
ENSG00000175390,-0.203863,,-0.761383,
ENSG00000175395,-0.023562,-0.158382,0.326742,0.119048
ENSG00000175416,2.58024,,0.324977,
ENSG00000175445,-5.524,-2.67487,-1.64839,-3.05701
ENSG00000175449,-2.20875,,-0.369722,
ENSG00000175455,0.700357,,,
ENSG00000175463,-1.28499,,,
ENSG00000175470,3.2614,,,
ENSG00000175471,0.0135048,,-0.113318,
ENSG00000175482,0.737741,,,
ENSG00000175489,2.14715,,,
ENSG00000175505,1.81726,,-0.740321,
ENSG00000175518,0.15441,-0.167535,0.00467779,-0.115158
ENSG00000175536,-0.808391,,,
ENSG00000175538,-2.2633,-0.837284,,
ENSG00000175548,0.162954,-1.41956,-1.68831,-2.19759
ENSG00000175567,-2.43338,,,
ENSG00000175573,-4.70588,-1.42154,,
ENSG00000175575,1.27547,,,
ENSG00000175581,1.4213,1.7201,2.17752,2.75603
ENSG00000175582,0.0837874,,2.0926,
ENSG00000175591,-2.05316,,,
ENSG00000175595,0.11539,,,
ENSG00000175602,-0.750473,,-0.928146,
ENSG00000175634,0.779957,-2.91459,,
ENSG00000175643,0.138764,,1.35638,
ENSG00000175691,-2.97042,,,
ENSG00000175711,0.204774,-0.156249,-0.587159,-0.525669
ENSG00000175727,-5.639,,-4.24501,
ENSG00000175764,-0.246038,,,
ENSG00000175768,2.35992,,,
ENSG00000175773,-3.31938,,,
ENSG00000175782,-3.13181,,,
ENSG00000175792,-0.61303,1.90714,,
ENSG00000175806,-2.17075,,2.16124,
ENSG00000175826,-2.94557,,,
ENSG00000175854,0.761246,,,
ENSG00000175866,3.89309,,0.758684,
ENSG00000175893,2.09628,,0.781822,
ENSG00000175894,-0.119211,0.263421,,
ENSG00000175895,-0.0774881,-0.281784,-2.42442,-1.91357
ENSG00000175899,-1.53311,-0.119817,0.854682,0.519628
ENSG00000175906,-0.221513,,-0.437411,
ENSG00000175920,-1.5511,,-1.9958,
ENSG00000175928,-3.96598,,0.348155,
ENSG00000175970,1.83129,1.47041,1.99107,2.44764
ENSG00000175984,-2.04767,-1.05847,,
ENSG00000175985,-0.00749945,,,
ENSG00000176014,-0.0951955,,,
ENSG00000176022,-1.62137,,,
ENSG00000176024,0.578188,,1.82785,
ENSG00000176046,0.721817,,-1.03196,
ENSG00000176049,0.209983,,,
ENSG00000176058,-0.250249,,,
ENSG00000176087,-1.47226,-1.60481,-1.64626,-2.29885
ENSG00000176092,0.343391,-0.386681,,
ENSG00000176095,-0.32648,,,
ENSG00000176101,1.91277,,,
ENSG00000176102,1.44299,,,
ENSG00000176105,-0.497274,,-0.924785,
ENSG00000176108,2.4554,-2.04395,,
ENSG00000176124,-0.853761,,0.893449,
ENSG00000176125,-1.29635,,-0.848031,
ENSG00000176153,-0.527574,,,
ENSG00000176155,3.05124,,,
ENSG00000176170,0.993594,1.28548,,
ENSG00000176171,-1.61728,,,
ENSG00000176182,1.02359,2.59975,,
ENSG00000176208,-1.26773,,,
ENSG00000176209,-2.15154,,,
ENSG00000176222,-0.92279,-1.32501,-0.793804,-1.49823
ENSG00000176248,0.103538,0.30077,-0.288348,0.00878377
ENSG00000176261,0.472714,,0.527122,
ENSG00000176293,-1.62415,-0.255237,-1.67798,-1.36699
ENSG00000176340,-2.31014,,,
ENSG00000176371,-4.62514,,-5.68017,
ENSG00000176383,1.24265,,-2.53879,
ENSG00000176386,3.84408,1.79756,1.06365,2.02318
ENSG00000176390,1.59771,,,
ENSG00000176393,1.08816,1.35938,0.382173,1.23146
ENSG00000176396,1.22765,1.50438,0.281204,1.2626
ENSG00000176407,1.25708,,,
ENSG00000176410,-1.92681,,-0.764389,
ENSG00000176422,-1.83817,-1.61902,,
ENSG00000176428,-0.125313,,-0.267524,
ENSG00000176438,-0.842234,,,
ENSG00000176454,3.18358,6.19676,5.45299,8.23761
ENSG00000176472,0.433677,,-0.095636,
ENSG00000176473,-0.605762,-0.415867,-0.730399,-0.810533
ENSG00000176476,-2.80786,,0.840904,
ENSG00000176485,1.33131,1.36854,,
ENSG00000176490,2.20319,2.55977,-2.43267,0.0898709
ENSG00000176531,-2.2225,-1.0316,,
ENSG00000176533,0.834464,,,
ENSG00000176542,1.48354,,,
ENSG00000176595,3.40739,-0.0468133,,
ENSG00000176597,0.959036,,,
ENSG00000176623,-0.954425,0.263801,-0.792531,-0.373868
ENSG00000176624,3.35263,,,
ENSG00000176641,-2.61555,,,
ENSG00000176658,1.46384,,,
ENSG00000176659,-2.45645,,,
ENSG00000176681,-3.27347,,,
ENSG00000176714,0.207778,,,
ENSG00000176715,-2.28927,1.14852,-1.94032,-0.559888
ENSG00000176732,-0.780016,,1.15838,
ENSG00000176749,-4.22583,,,
ENSG00000176783,1.42598,1.03255,-1.78837,-0.534445
ENSG00000176809,0.375607,,,
ENSG00000176834,-0.603469,1.20266,-0.370997,0.588076
ENSG00000176845,-0.865053,,0.330497,
ENSG00000176853,0.757168,,,
ENSG00000176871,-0.211289,1.08524,0.136029,0.86357
ENSG00000176890,-0.167299,,0.441749,
ENSG00000176894,-0.329934,,,
ENSG00000176903,1.25768,0.550498,0.299988,0.601384
ENSG00000176909,0.509132,-3.58843,0.822503,-1.95581
ENSG00000176915,-0.705845,0.065686,-0.489032,-0.299351
ENSG00000176919,-0.301002,0.781089,0.785202,1.10753
ENSG00000176928,-0.344298,-0.63746,,
ENSG00000176945,-0.754868,0.311228,-0.280058,0.0220401
ENSG00000176973,1.49885,0.669777,0.918467,1.12306
ENSG00000176974,0.791456,-1.64851,-1.02721,-1.89202
ENSG00000176978,0.52232,-0.86201,-0.0274976,-0.628977
ENSG00000176986,0.281236,,,
ENSG00000176994,1.12792,-0.365516,,
ENSG00000177000,-1.03464,0.375954,-0.585756,-0.148353
ENSG00000177025,-0.651393,-0.564145,-0.324969,-0.628699
ENSG00000177030,-1.02534,,,
ENSG00000177034,-0.374628,1.56551,0.763142,1.6466
ENSG00000177042,-2.60043,,-2.69795,
ENSG00000177051,-1.6384,,,
ENSG00000177054,-2.86077,-0.446909,,
ENSG00000177058,-1.09508,,,
ENSG00000177076,-2.35686,-0.83563,,
ENSG00000177082,-2.05514,5.58921,,
ENSG00000177084,0.488336,0.59159,,
ENSG00000177096,6.60632,3.92132,0.932663,3.43229
ENSG00000177105,-2.71856,,,
ENSG00000177106,2.03721,,,
ENSG00000177119,1.04149,,,
ENSG00000177150,-0.0293359,1.54401,1.41244,2.09053
ENSG00000177156,-1.52597,,,
ENSG00000177191,-2.30376,,,
ENSG00000177200,0.54193,-1.36029,-0.939302,-1.62606
ENSG00000177225,0.929461,,0.986102,
ENSG00000177239,-1.13465,0.149211,,
ENSG00000177302,0.673088,,-0.113379,
ENSG00000177303,0.81683,,,
ENSG00000177311,0.894656,1.22355,,
ENSG00000177352,2.82674,,,
ENSG00000177359,2.38998,,-0.964311,
ENSG00000177380,-2.03216,,,
ENSG00000177383,1.16136,0.645866,1.24262,1.33536
ENSG00000177409,-2.04774,-1.922,-1.91067,-2.71011
ENSG00000177425,0.946262,,0.739369,
ENSG00000177427,0.504992,1.71515,1.17442,2.04324
ENSG00000177432,0.720742,,,
ENSG00000177453,1.10814,1.29184,,
ENSG00000177455,0.16653,,,
ENSG00000177463,4.24445,,,
ENSG00000177465,2.39453,,0.696167,
ENSG00000177479,-0.698109,,,
ENSG00000177483,-1.01865,-0.378272,-0.334669,-0.504125
ENSG00000177508,-2.29109,,-1.37276,
ENSG00000177548,-0.465583,,-0.765198,
ENSG00000177556,1.53078,,,
ENSG00000177565,-0.884769,,,
ENSG00000177570,0.857566,-0.13679,,
ENSG00000177575,-0.738488,,,
ENSG00000177576,1.5941,1.43705,,
ENSG00000177595,0.973834,,,
ENSG00000177599,0.796101,,1.32216,
ENSG00000177600,-0.217453,,,
ENSG00000177613,-0.538766,0.151887,-0.531464,-0.268402
ENSG00000177628,-1.08272,,-0.904149,
ENSG00000177646,-2.21183,,,
ENSG00000177663,-0.606357,0.198135,0.742353,0.665026
ENSG00000177666,0.48869,1.48846,1.48812,2.10476
ENSG00000177669,-0.3543,0.275258,0.539941,0.576433
ENSG00000177674,-0.730074,-0.803082,-0.640665,-1.02088
ENSG00000177675,1.77229,,,
ENSG00000177683,-4.51651,,-3.15475,
ENSG00000177685,1.67646,0.217899,-1.74988,-1.08328
ENSG00000177692,-1.22266,,,
ENSG00000177697,0.428712,-0.708786,0.0930671,-0.435379
ENSG00000177700,1.58086,,,
ENSG00000177706,2.38088,2.24589,,
ENSG00000177707,-0.0358312,,,
ENSG00000177710,-1.14212,,,
ENSG00000177721,0.130523,0.214768,,
ENSG00000177728,-1.28981,,,
ENSG00000177731,-2.25123,,2.34426,
ENSG00000177732,0.0280297,,,
ENSG00000177733,-0.592776,,,
ENSG00000177830,-0.603901,,,
ENSG00000177853,-1.17857,-1.2347,-0.108183,-0.949558
ENSG00000177868,-1.14572,-1.11315,-1.76327,-2.03394
ENSG00000177875,0.113035,,-0.940505,
ENSG00000177879,2.04347,,,
ENSG00000177889,2.88618,,,
ENSG00000177917,1.05719,2.30174,2.33093,3.27579
ENSG00000177932,-2.08266,,,
ENSG00000177943,-0.369115,,-0.719048,
ENSG00000177946,-1.99958,2.48136,,
ENSG00000177951,-1.01555,-0.426391,-1.12984,-1.10042
ENSG00000177963,0.263853,0.33283,,
ENSG00000177971,1.38262,,,
ENSG00000177981,0.335781,,,
ENSG00000177989,-2.35539,,,
ENSG00000177990,0.932889,0.213102,0.919417,0.800812
ENSG00000178015,-1.51109,-0.385148,-0.0630177,-0.316901
ENSG00000178026,-3.82551,,,
ENSG00000178028,3.36014,,2.62872,
ENSG00000178038,-2.34037,,-0.0975284,
ENSG00000178053,0.915778,0.513007,1.98224,1.76441
ENSG00000178074,1.54919,,,
ENSG00000178075,-1.10145,-0.391668,-0.229622,-0.439318
ENSG00000178078,0.171667,-0.980134,,
ENSG00000178093,3.85076,,,
ENSG00000178096,2.6515,,,
ENSG00000178104,0.870639,,,
ENSG00000178105,0.89658,0.543086,0.0821579,0.442114
ENSG00000178127,3.8322,-1.55227,0.305107,-0.88188
ENSG00000178163,1.93991,,,
ENSG00000178177,-2.94901,,1.17079,
ENSG00000178184,-0.242323,,,
ENSG00000178188,-2.43893,,,
ENSG00000178199,-0.965247,,,
ENSG00000178201,1.41515,0.159133,0.5831,0.524837
ENSG00000178202,-1.70617,,,
ENSG00000178209,-0.0732284,,,
ENSG00000178217,3.53144,,1.23583,
ENSG00000178222,0.245135,,0.925189,
ENSG00000178229,1.63603,0.802598,1.10926,1.35188
ENSG00000178234,-0.789865,,,
ENSG00000178252,1.65621,3.83856,3.82503,5.41898
ENSG00000178295,-0.245682,0.607047,-1.06568,-0.3243
ENSG00000178301,-0.723503,,,
ENSG00000178307,-3.20466,,,
ENSG00000178338,-1.33903,,,
ENSG00000178342,4.73117,,,
ENSG00000178381,-0.994637,-1.23971,,
ENSG00000178386,-0.779031,-0.301909,-0.295986,-0.422776
ENSG00000178397,1.56824,-0.818123,1.63191,0.575433
ENSG00000178404,1.55403,,-0.301618,
ENSG00000178409,-1.44694,,-0.536505,
ENSG00000178425,0.405423,,0.251974,
ENSG00000178445,-0.0598712,,,
ENSG00000178449,-3.10329,-1.74033,,
ENSG00000178467,-0.978235,,,
ENSG00000178538,-2.85549,,-0.513715,
ENSG00000178562,-0.00602897,,,
ENSG00000178567,2.2474,,,
ENSG00000178585,-1.62097,,,
ENSG00000178607,-0.186259,,,
ENSG00000178623,-1.82353,-1.85638,-0.409899,-1.6025
ENSG00000178665,4.19313,2.69866,1.41248,2.90702
ENSG00000178685,-1.06964,-0.498683,0.0368291,-0.32658
ENSG00000178694,1.63666,,,
ENSG00000178695,-2.97144,,0.0998968,
ENSG00000178700,1.91203,-1.03157,-0.969341,-1.41486
ENSG00000178719,-0.74467,,,
ENSG00000178726,2.65759,,-0.521389,
ENSG00000178732,-2.37312,0.0959879,,
ENSG00000178741,-0.387089,-0.913242,,
ENSG00000178752,1.49565,-0.791234,,
ENSG00000178761,-0.752092,2.95665,,
ENSG00000178764,-1.99444,1.50786,-0.206349,0.920311
ENSG00000178773,-4.18268,-1.94623,0.300273,-1.16387
ENSG00000178802,-3.34198,-1.96951,,
ENSG00000178809,-1.23179,,,
ENSG00000178814,0.858245,0.503369,,
ENSG00000178826,1.4913,,,
ENSG00000178852,-0.932339,0.749525,0.51142,0.891623
ENSG00000178860,-0.41009,,,
ENSG00000178878,0.825706,0.00886369,,
ENSG00000178904,-0.638067,,0.89568,
ENSG00000178913,1.52122,1.20088,,
ENSG00000178917,0.0633772,,,
ENSG00000178921,5.07577,,,
ENSG00000178927,0.946066,,1.81122,
ENSG00000178935,-0.807069,,,
ENSG00000178950,-0.975417,,,
ENSG00000178951,-1.40739,,,
ENSG00000178952,3.47391,,,
ENSG00000178966,1.26066,1.35733,-1.89395,-0.379448
ENSG00000178971,3.1585,,-0.31174,
ENSG00000178974,-0.530173,3.00912,,
ENSG00000178977,1.84724,-0.0746354,,
ENSG00000178982,-2.7823,,,
ENSG00000178988,-1.06596,-0.30476,0.46399,0.112593
ENSG00000179010,-0.218461,-0.0674592,,
ENSG00000179021,1.38272,,,
ENSG00000179029,-0.212755,,,
ENSG00000179044,1.54476,,,
ENSG00000179057,-1.80586,-1.25548,-0.111395,-0.966527
ENSG00000179082,-2.31593,,0.995153,
ENSG00000179085,1.98567,,,
ENSG00000179091,-0.663913,,,
ENSG00000179104,1.49896,,0.887464,
ENSG00000179115,0.689673,,1.72253,
ENSG00000179119,1.39347,,-0.832068,
ENSG00000179134,0.0305914,,,
ENSG00000179144,-1.60832,,,
ENSG00000179152,2.32254,0.493442,0.510095,0.709607
ENSG00000179163,-0.581838,0.040535,,
ENSG00000179168,-0.402366,,,
ENSG00000179195,-5.32076,,-2.4648,
ENSG00000179218,-0.0417511,0.297378,,
ENSG00000179240,1.95001,,,
ENSG00000179241,0.608651,,0.80304,
ENSG00000179242,0.845204,,0.700667,
ENSG00000179262,-4.57085,,,
ENSG00000179295,0.958802,,,
ENSG00000179299,2.55539,0.602521,-1.44581,-0.596293
ENSG00000179335,0.632168,,,
ENSG00000179344,5.66107,,,
ENSG00000179361,-2.06671,-1.40104,,
ENSG00000179387,2.68207,,,
ENSG00000179397,-2.20033,,,
ENSG00000179409,-0.851229,-0.791796,-1.67318,-1.743
ENSG00000179454,0.884506,,,
ENSG00000179523,1.1023,,,
ENSG00000179526,-2.12402,,,
ENSG00000179528,2.58168,1.47022,,
ENSG00000179532,-4.08368,-0.011447,1.00734,0.704206
ENSG00000179564,1.37745,,,
ENSG00000179598,-1.48151,-1.72224,,
ENSG00000179604,-2.3568,-0.767591,,
ENSG00000179630,0.510234,,-0.518564,
ENSG00000179632,0.604602,,,
ENSG00000179639,-2.65581,-2.73565,,
ENSG00000179698,0.719636,0.111127,1.12779,0.876048
ENSG00000179750,0.269473,-0.991861,,
ENSG00000179833,1.95545,,,
ENSG00000179855,-0.289362,,0.223214,
ENSG00000179859,-1.45205,,,
ENSG00000179862,0.407007,0.520585,,
ENSG00000179869,-1.52044,1.31239,,
ENSG00000179889,-0.324047,,,
ENSG00000179909,2.33222,0.94203,,
ENSG00000179912,2.96784,,,
ENSG00000179913,0.357891,0,,
ENSG00000179914,-0.0558728,1.17266,,
ENSG00000179921,-1.21668,,-1.50581,
ENSG00000179933,3.69912,,,
ENSG00000179941,-1.27637,,,
ENSG00000179950,-2.10392,,,
ENSG00000179954,-1.273,,-0.524833,
ENSG00000179958,3.57949,,,
ENSG00000179965,4.89797,,,
ENSG00000179979,-3.7127,-0.0187788,0.00153069,-0.0121963
ENSG00000179981,0.771755,,-0.0593073,
ENSG00000179988,3.10112,,,
ENSG00000180011,0.405394,0.990274,0.284933,0.901708
ENSG00000180035,0.128095,0.316887,,
ENSG00000180071,1.4597,,-1.02114,
ENSG00000180089,-0.18255,,,
ENSG00000180096,1.67731,1.68475,,
ENSG00000180098,1.58449,,,
ENSG00000180104,-0.597494,,-0.334757,
ENSG00000180138,0.977037,,,
ENSG00000180155,0.760196,,-1.96024,
ENSG00000180185,-1.2289,,,
ENSG00000180198,-1.85083,-0.368214,-0.337443,-0.498975
ENSG00000180228,-0.144073,,,
ENSG00000180233,-0.972145,,,
ENSG00000180257,-0.775245,0.448048,0.625792,0.759319
ENSG00000180263,-0.0670363,,,
ENSG00000180279,0.0692105,,-0.599799,
ENSG00000180304,0.999424,-1.29577,1.56984,0.1938
ENSG00000180340,-1.9161,,1.46894,
ENSG00000180346,2.35145,,,
ENSG00000180353,-2.32654,,0.0902332,
ENSG00000180354,-4.96022,-1.71924,-0.601942,-1.64133
ENSG00000180357,1.97301,,,
ENSG00000180370,1.44191,-1.06484,,
ENSG00000180376,4.22874,1.74652,-0.514236,0.871354
ENSG00000180398,-0.873451,-0.735457,-0.871271,-1.13613
ENSG00000180422,3.00985,3.18933,1.50423,3.31884
ENSG00000180425,-1.47509,0.939677,0.594649,1.08493
ENSG00000180448,1.97425,,-1.24916,
ENSG00000180479,-0.413035,1.00454,1.41658,1.71199
ENSG00000180509,1.03627,-0.37601,-0.584338,-0.679068
ENSG00000180537,-0.241152,0.245526,-0.0400703,0.145279
ENSG00000180543,-1.19726,-1.14558,-2.03698,-2.25041
ENSG00000180549,0.036697,,0.749025,
ENSG00000180573,3.55639,,6.32182,
ENSG00000180574,0.339375,,,
ENSG00000180596,-2.23219,3.51607,,
ENSG00000180611,0.924635,,,
ENSG00000180628,-2.02686,,,
ENSG00000180712,2.6973,,,
ENSG00000180739,-0.606623,-0.251107,,
ENSG00000180758,-0.436896,,-0.762536,
ENSG00000180767,-0.340534,-0.857556,,
ENSG00000180773,0.940816,2.59657,3.0724,4.00857
ENSG00000180776,0.609497,-2.17053,-1.72909,-2.75745
ENSG00000180817,-2.82207,-1.55877,-1.67984,-2.29004
ENSG00000180822,-3.12512,,,
ENSG00000180855,0.290648,0.835627,-1.22247,-0.273537
ENSG00000180871,0.488459,,,
ENSG00000180875,-1.28326,,,
ENSG00000180881,2.02779,,1.67754,
ENSG00000180884,-0.618604,0.447969,0.295936,0.52602
ENSG00000180891,-0.528656,-1.27144,,
ENSG00000180900,3.81596,,2.16896,
ENSG00000180901,-2.91359,,,
ENSG00000180902,1.45334,2.52201,1.54396,2.87507
ENSG00000180914,0.14874,,,
ENSG00000180917,-0.618249,2.08488,0.456016,1.79669
ENSG00000180921,-0.83623,4.4796,,
ENSG00000180938,2.56409,-0.217556,-0.393048,-0.431762
ENSG00000180953,3.64889,2.47035,,
ENSG00000180957,4.59354,,,
ENSG00000180979,3.61217,2.60759,2.05909,3.29984
ENSG00000180992,-1.05679,,,
ENSG00000181007,2.45218,0.94542,,
ENSG00000181016,-0.108635,,-0.248135,
ENSG00000181019,2.38147,,,
ENSG00000181026,0.167882,0.130963,-0.314512,-0.129789
ENSG00000181027,1.50622,,0.365289,
ENSG00000181031,-0.394824,0.173091,-1.04411,-0.615906
ENSG00000181036,0.328194,,,
ENSG00000181045,1.55777,2.00334,-2.45892,-0.322142
ENSG00000181074,-2.02023,-1.77886,,
ENSG00000181090,-0.440184,,,
ENSG00000181104,3.17324,,,
ENSG00000181135,1.06437,,-0.0182833,
ENSG00000181163,-1.77927,,0.30417,
ENSG00000181192,3.38633,1.89552,,
ENSG00000181218,0.516251,,,
ENSG00000181222,-3.53106,1.89005,,
ENSG00000181240,1.57205,,1.19215,
ENSG00000181274,-1.81234,-1.83941,-1.49448,-2.35741
ENSG00000181284,0.116489,,,
ENSG00000181315,-1.82804,,0.0381263,
ENSG00000181322,0.68616,,,
ENSG00000181350,-0.254715,,-1.55339,
ENSG00000181381,1.85688,0.650946,,
ENSG00000181396,-1.36457,-1.2147,-1.44883,-1.8834
ENSG00000181404,0.341949,,,
ENSG00000181409,0.371377,,,
ENSG00000181444,-1.16514,0.807669,,
ENSG00000181450,0.77071,,0.214537,
ENSG00000181458,0.473506,0.760029,,
ENSG00000181481,2.82342,,,
ENSG00000181513,0.138979,,1.43724,
ENSG00000181523,1.517,0.0302422,,
ENSG00000181555,-1.27761,,-0.825745,
ENSG00000181610,2.35169,,,
ENSG00000181619,-2.77458,-0.258317,,
ENSG00000181631,-0.900943,,,
ENSG00000181638,-0.398009,,-0.674,
ENSG00000181649,1.22021,,1.53611,
ENSG00000181652,2.42593,-0.130497,,
ENSG00000181666,1.70251,,,
ENSG00000181722,-2.71195,,,
ENSG00000181744,-1.25829,,-0.00268775,
ENSG00000181754,0.133702,-0.674096,-0.476916,-0.813888
ENSG00000181773,-1.73869,,,
ENSG00000181778,-0.550419,0.603895,,
ENSG00000181788,-1.55177,,,
ENSG00000181790,2.70382,0.458973,,
ENSG00000181804,0.947168,-0.042723,,
ENSG00000181826,-0.767302,,-0.691935,
ENSG00000181827,1.98568,,,
ENSG00000181830,0.771777,,-2.02727,
ENSG00000181847,0.243819,,,
ENSG00000181856,-1.82388,,2.06109,
ENSG00000181873,-0.404364,,0.816312,
ENSG00000181885,-1.68874,-2.55309,-2.51235,-3.58181
ENSG00000181894,1.08983,,,
ENSG00000181896,-0.639848,-3.13988,,
ENSG00000181904,-0.364729,,,
ENSG00000181915,-3.79973,-0.998014,,
ENSG00000181924,-1.83343,,,
ENSG00000181929,0.288465,,,
ENSG00000181938,2.19117,,,
ENSG00000182004,-0.764372,,0.08734,
ENSG00000182010,-1.17035,-0.0675707,,
ENSG00000182013,1.16014,0.758522,0.74025,1.05979
ENSG00000182022,-2.02905,-0.608457,-0.0661508,-0.47702
ENSG00000182054,2.13506,,0.607783,
ENSG00000182057,4.10777,,,
ENSG00000182087,0.085457,-0.482837,-1.43955,-1.35933
ENSG00000182093,-3.22506,-1.96084,-1.96771,-2.77791
ENSG00000182117,-3.51546,0.841369,1.11828,1.38568
ENSG00000182134,0.92682,0.507519,,
ENSG00000182141,-0.186166,0.723346,0.767061,1.05388
ENSG00000182150,0.389503,,-0.83854,
ENSG00000182158,-0.503776,,,
ENSG00000182165,2.46916,,-1.34415,
ENSG00000182173,0.0372424,-0.320502,,
ENSG00000182179,1.12984,,,
ENSG00000182180,-0.991433,-0.978631,-0.574461,-1.0982
ENSG00000182183,1.20103,,,
ENSG00000182185,1.52291,,,
ENSG00000182199,1.3207,,,
ENSG00000182208,-0.842018,-1.81352,,
ENSG00000182230,-2.54237,,,
ENSG00000182240,-2.17091,-0.382982,0.563883,0.127916
ENSG00000182247,3.31513,1.33851,0.775085,1.49454
